City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,salalah,17.0151,54.0924,18.05,39,0,4.12,OM,1675043219
286,sechura,-5.5569,-80.8222,23.66,68,6,5.81,PE,1675043220
287,dalvik,65.9702,-18.5286,-2.04,90,97,2.68,IS,1675043220
288,ponta do sol,32.6667,-17.1,14.28,62,70,3.26,PT,1675043221
289,riyadh,24.6877,46.7219,12.08,45,4,2.33,SA,1675042997
290,puerto varas,-41.3195,-72.9854,17.12,94,100,2.57,CL,1675043148
291,havoysund,70.9963,24.6622,-0.87,95,100,3.93,NO,1675043222
292,mercedes,-34.6515,-59.4307,22.58,68,0,4.09,AR,1675043223
293,jaru,-10.4389,-62.4664,21.41,98,82,1.3,BR,1675043223
294,hambantota,6.1241,81.1185,21.19,100,75,0.51,LK,1675043224
295,north augusta,33.5018,-81.9651,9.78,98,100,2.06,US,1675043179
296,boshnyakovo,49.6333,142.1667,-17.4,69,1,1.18,RU,1675043225
297,yeppoon,-23.1333,150.7333,30.88,64,68,4.19,AU,1675043226
298,yar-sale,66.8333,70.8333,-20.75,95,100,4.41,RU,1675043226
299,tessalit,20.1986,1.0114,11.53,12,37,3.77,ML,1675043227
300,puro,12.4841,123.3827,25.15,90,100,6.59,PH,1675043228
301,faanui,-16.4833,-151.75,27.68,71,16,5.12,PF,1675043229
302,ixtapa,20.7,-105.2,20.13,85,1,0.7,MX,1675043230
303,pitogo,13.7847,122.0881,24.68,81,100,7.14,PH,1675043231
304,half moon bay,37.4636,-122.4286,9.37,81,100,7.72,US,1675043086
305,nieuw amsterdam,5.8833,-55.0833,23.34,91,99,3.83,SR,1675043232
306,kingstown,13.1587,-61.2248,24.21,74,7,4.6,VC,1675043233
307,biltine,14.5333,20.9167,24.72,14,21,2.47,TD,1675043233
308,isiro,2.7739,27.616,17.17,80,4,1.35,CD,1675043235
309,aklavik,68.2191,-135.0107,-18.49,98,100,0.2,CA,1675043235
310,buchanan,5.8808,-10.0467,25.07,90,97,1.64,LR,1675043102
311,moron,-34.6534,-58.6198,23.83,72,0,4.54,AR,1675043236
312,naze,28.3667,129.4833,12.51,52,39,5.93,JP,1675043237
313,padang,-0.9492,100.3543,27.03,72,97,2.22,ID,1675043238
314,san policarpo,12.1791,125.5072,24.76,92,100,7.72,PH,1675043238
315,mapiri,-15.25,-68.1667,18.69,97,100,0.87,BO,1675043239
316,porto novo,6.4965,2.6036,26.9,81,100,1.35,BJ,1675042961
317,honiara,-9.4333,159.95,27.04,77,100,1.47,SB,1675043240
318,taltal,-25.4,-70.4833,19.27,80,12,0.67,CL,1675043241
319,peleduy,59.6289,112.7406,-11.84,96,100,1.4,RU,1675043242
320,beloha,-25.1667,45.05,21.73,98,42,2.02,MG,1675043242
321,carlos antonio lopez,-26.4,-54.7667,20.56,99,12,1.25,PY,1675043243
322,mehamn,71.0357,27.8492,1.95,80,20,4.12,NO,1675043244
323,conceicao do araguaia,-8.2578,-49.2647,22.64,91,31,0.68,BR,1675043135
324,kismayo,-0.3582,42.5454,24.66,80,82,7.73,SO,1675043244
325,gorontalo,0.5412,123.0595,27.47,80,100,1.13,ID,1675043245
326,porto belo,-27.1578,-48.5531,23.98,90,100,2.74,BR,1675043246
327,ribeira grande,38.5167,-28.7,13.21,85,87,3.13,PT,1675043246
328,homer,59.6425,-151.5483,5.58,87,100,2.06,US,1675043247
329,mianwali,32.5741,71.5264,10.57,87,100,3.01,PK,1675043248
330,cidreira,-30.1811,-50.2056,22.49,89,0,0.19,BR,1675043248
331,goderich,43.7501,-81.7165,-3.94,80,99,3.09,CA,1675043006
332,pandegelang,-6.31,106.1058,25.75,80,96,2.36,ID,1675043249
333,inhambane,-23.865,35.3833,25.13,84,77,5.89,MZ,1675043038
334,gejiu,23.306,103.1635,6.85,62,3,1.37,CN,1675043250
335,iberia,29.9502,-91.7507,22.04,94,100,5.66,US,1675043251
336,nixa,37.0434,-93.2944,-3.29,94,100,3.58,US,1675043251
337,tame,6.461,-71.73,23.4,45,86,2.35,CO,1675043251
338,san pedro,14.35,121.0167,27.95,67,20,1.03,PH,1675043253
339,alofi,-19.0595,-169.9187,27.94,78,85,3.09,NU,1675043254
340,dhidhdhoo,6.8833,73.1,26.67,71,43,4.26,MV,1675043255
341,naters,46.3254,7.9891,7.76,41,22,1.64,CH,1675043256
342,cornelius,35.4868,-80.8601,11.33,87,100,0.0,US,1675042857
343,margate,51.3813,1.3862,5.94,88,49,1.79,GB,1675042906
344,muscat,23.6139,58.5922,14.01,59,0,0.37,OM,1675043257
345,moerai,-22.4333,-151.3333,26.38,75,100,3.88,PF,1675043257
346,palana,59.1167,159.9667,-0.79,72,97,9.13,RU,1675043257
347,chicama,-7.8447,-79.1469,21.3,70,90,2.62,PE,1675043258
348,chalchihuites,23.4833,-103.8833,10.61,42,0,4.12,MX,1675043258
349,ndjole,-0.1783,10.7649,23.52,98,100,0.88,GA,1675043259
350,gonaives,19.45,-72.6833,23.78,76,40,4.34,HT,1675043259
351,dicabisagan,17.0818,122.4157,22.42,89,100,5.92,PH,1675043260
352,awjilah,29.1081,21.2869,11.01,54,6,3.95,LY,1675043261
353,polyarnyy,69.1989,33.4478,-9.31,94,96,5.42,RU,1675043261
354,vikhorevka,56.1201,101.1636,-9.23,89,100,4.77,RU,1675043262
355,alice springs,-23.7,133.8833,24.75,88,100,3.09,AU,1675043262
356,fort nelson,58.8053,-122.7002,-10.59,84,75,2.24,CA,1675043263
357,umm kaddadah,13.6017,26.6876,21.2,12,5,4.87,SD,1675043263
358,bandarban,22.1965,92.2262,17.84,39,15,0.99,BD,1675043264
359,yulara,-25.2406,130.9889,26.74,54,100,4.14,AU,1675043264
360,poum,-20.2333,164.0167,26.59,70,5,6.22,NC,1675043264
361,lorengau,-2.0226,147.2712,28.89,73,27,1.73,PG,1675043265
362,aleksandrovskoye,44.7142,43.0008,0.05,83,100,1.29,RU,1675043266
363,kaduqli,11.0167,29.7167,23.88,11,40,4.0,SD,1675043267
364,naron,43.5167,-8.1528,9.77,84,19,3.33,ES,1675043268
365,druzhba,52.0428,33.9453,-3.95,79,91,4.33,UA,1675043268
366,tangier,35.7806,-5.8137,9.64,93,75,7.2,MA,1675043269
367,coihaique,-45.5752,-72.0662,19.97,60,20,3.09,CL,1675043269
368,quba,41.3626,48.5152,-0.19,89,31,0.78,AZ,1675043269
369,knysna,-34.0363,23.0471,15.73,77,13,3.56,ZA,1675043270
370,altamira,-3.2033,-52.2064,22.18,95,81,0.7,BR,1675043186
371,nanchang,28.6833,115.8833,8.75,33,0,1.92,CN,1675043271
372,sakakah,29.9697,40.2064,14.76,47,100,1.14,SA,1675043272
373,iqaluit,63.7506,-68.5145,-36.15,75,75,1.54,CA,1675043273
374,san lorenzo,-25.3333,-57.5333,25.52,83,75,2.24,PY,1675043274
375,calvinia,-31.4707,19.776,17.27,44,0,2.94,ZA,1675043274
376,alugan,12.2188,125.4808,24.57,93,100,7.34,PH,1675043274
377,shenjiamen,29.9576,122.298,8.08,50,0,2.72,CN,1675043275
378,elbrus,43.2577,42.6443,-7.13,96,100,1.4,RU,1675043275
379,betanzos,43.2804,-8.2147,7.27,81,0,2.68,ES,1675043276
380,ondjiva,-17.0667,15.7333,20.38,82,100,4.27,AO,1675043276
381,fortuna,40.5982,-124.1573,12.19,61,0,0.0,US,1675043277
382,tirumullaivasal,11.2333,79.8333,24.25,85,87,2.5,IN,1675043277
383,filadelfia,39.9523,-75.1638,8.33,76,75,5.14,US,1675043117
384,jining,35.405,116.5814,5.98,30,0,4.78,CN,1675043278
385,ahipara,-35.1667,173.1667,18.93,94,100,6.32,NZ,1675043278
386,yarada,17.65,83.2667,24.18,88,20,2.57,IN,1675043136
387,yumen,40.2833,97.2,-7.13,35,20,4.55,CN,1675043279
388,armizonskoye,55.9461,67.6736,-17.23,97,23,4.16,RU,1675043279
389,yershichi,53.6725,32.7542,-3.34,92,100,4.3,RU,1675043280
390,shinyanga,-3.6667,33.4333,18.64,77,25,2.06,TZ,1675043280
391,krasnoselkup,65.7,82.4667,-28.98,100,100,1.79,RU,1675043281
392,valence,39.4697,-0.3774,5.55,80,0,2.68,ES,1675043281
393,chichibu,35.9903,139.0764,5.32,48,0,1.34,JP,1675043282
394,husavik,66.0449,-17.3389,-4.86,77,100,6.68,IS,1675043019
395,madimba,-10.4,40.3333,24.62,88,20,4.12,TZ,1675043282
396,nizhniy kuranakh,58.8353,125.4869,-28.13,94,45,0.42,RU,1675043283
397,sibiti,-3.6819,13.3499,20.01,98,94,0.94,CG,1675043284
398,van,38.4924,43.3831,-8.36,100,40,1.54,TR,1675043284
399,neuquen,-38.9516,-68.0591,32.94,27,0,6.17,AR,1675043263
400,manokwari,-0.8667,134.0833,27.36,77,100,2.87,ID,1675043285
401,navolato,24.7672,-107.6944,23.1,55,91,3.2,MX,1675043285
402,namibe,-15.1961,12.1522,23.73,77,100,2.11,AO,1675043286
403,chumikan,54.7183,135.315,-25.22,85,19,11.1,RU,1675043287
404,bonavista,48.6499,-53.1147,-4.74,63,46,7.72,CA,1675043287
405,wewak,-3.5534,143.6268,29.68,67,92,1.29,PG,1675043288
406,puerto colombia,10.9878,-74.9547,25.05,82,12,12.44,CO,1675043288
407,pandan,14.0453,124.1694,24.8,92,100,9.15,PH,1675043289
408,kavieng,-2.5744,150.7967,29.38,69,28,4.32,PG,1675043289
409,saint george,37.1041,-113.5841,11.33,36,0,3.09,US,1675043017
410,kupang,-10.1667,123.5833,29.32,84,40,2.06,ID,1675043104
411,funadhoo,6.15,73.2667,26.32,75,32,2.85,MV,1675043290
412,grand-lahou,5.1367,-5.0242,25.73,86,100,2.92,CI,1675043290
413,voh,-20.9667,164.7,27.05,70,64,4.29,NC,1675043291
414,kirakira,-10.4544,161.9205,27.22,82,100,2.67,SB,1675043292
415,santa helena,-2.2311,-45.3,22.42,99,100,0.78,BR,1675043292
416,colares,38.7992,-9.4469,7.64,61,5,2.68,PT,1675043293
417,corbu,44.3833,28.65,-1.38,86,40,2.57,RO,1675043293
418,sao felix do xingu,-6.6447,-51.995,21.82,96,33,0.78,BR,1675043293
419,magdug,6.5476,126.0951,25.99,84,98,2.13,PH,1675043294
420,bereznik,62.8551,42.7072,-6.85,94,100,4.19,RU,1675043294
421,port hedland,-20.3167,118.5667,30.03,79,21,1.03,AU,1675043295
422,lodja,-3.4833,23.4333,20.5,99,100,1.01,CD,1675043295
423,san cristobal,7.7669,-72.225,20.1,82,68,0.88,VE,1675043191
424,durango,24.8333,-104.8333,10.72,35,0,3.05,MX,1675043296
425,bichena,10.45,38.2,14.89,42,100,0.65,ET,1675043296
426,sayyan,15.1718,44.3244,9.67,71,20,0.6,YE,1675043297
427,aksha,50.2814,113.2867,-14.66,87,100,1.34,RU,1675043297
428,harboore,56.6175,8.1807,5.64,83,4,14.78,DK,1675043298
429,shubarkuduk,49.1447,56.4872,-15.67,91,19,2.22,KZ,1675043299
430,lugovoy,42.9472,72.7644,-8.55,81,45,1.42,KZ,1675043299
431,balaipungut,1.05,101.2833,26.48,76,100,1.1,ID,1675043300
432,angol,-37.8,-72.7167,18.17,74,0,3.25,CL,1675043300
433,oistins,13.0667,-59.5333,23.05,78,20,3.6,BB,1675042868
434,dingtao,35.0683,115.5625,6.92,23,0,4.09,CN,1675043301
435,isangel,-19.55,169.2667,28.75,72,100,0.63,VU,1675043302
436,grindavik,63.8424,-22.4338,-1.03,86,40,3.09,IS,1675043303
437,saint-joseph,-21.3667,55.6167,25.21,79,100,0.8,RE,1675043304
438,santa cruz de las flores,20.4833,-103.5,17.71,34,5,1.69,MX,1675043256
439,ouegoa,-20.35,164.4333,28.31,65,29,0.49,NC,1675043304
440,sinnamary,5.3833,-52.95,24.53,84,26,3.42,GF,1675043305
441,brae,60.3964,-1.353,5.83,66,100,12.57,GB,1675043306
442,vostok,46.4856,135.8833,-19.42,81,70,1.66,RU,1675043306
443,lubin,51.4009,16.2015,-0.83,69,100,6.26,PL,1675043263
444,fare,-16.7,-151.0167,27.62,71,0,4.55,PF,1675043307
445,saint-augustin,51.226,-58.6502,-19.55,82,100,2.77,CA,1675043308
446,peterhead,57.5058,-1.7981,5.22,85,82,13.85,GB,1675043309
447,sterling,39.0062,-77.4286,7.76,86,20,2.68,US,1675043309
448,keflavik,64.0049,-22.5624,-1.05,86,40,3.09,IS,1675043310
449,lazaro cardenas,17.9583,-102.2,24.25,80,0,1.39,MX,1675043310
450,comodoro rivadavia,-45.8667,-67.5,20.92,56,0,1.03,AR,1675043311
451,belogorsk,50.9158,128.4611,-27.03,98,96,1.25,RU,1675043312
452,pevek,69.7008,170.3133,-11.62,87,100,2.47,RU,1675043312
453,verkhnyaya inta,65.9811,60.3094,-11.34,94,100,5.33,RU,1675043313
454,lincoln,40.8,-96.667,-13.05,72,100,6.17,US,1675042932
455,chodavaram,17.8333,82.95,23.91,70,8,1.4,IN,1675043314
456,eina,60.6295,10.5993,0.84,77,31,2.96,NO,1675043315
457,vila velha,-20.3297,-40.2925,24.97,88,0,2.57,BR,1675043315
458,podyuga,61.095,40.8647,-5.52,93,100,4.19,RU,1675043316
459,hami,42.8,93.45,-7.48,35,0,0.93,CN,1675043316
460,graham,47.0529,-122.2943,2.44,57,0,3.6,US,1675043317
461,paita,-5.0892,-81.1144,22.35,79,4,5.12,PE,1675043318
462,ambon,-3.6954,128.1814,29.08,74,40,1.54,ID,1675043318
463,constitucion,-35.3333,-72.4167,14.73,94,66,6.38,CL,1675043156
464,faya,18.3851,42.4509,10.06,90,40,1.44,SA,1675043319
465,zhezkazgan,47.8043,67.7144,-21.01,84,0,5.0,KZ,1675043320
466,jishou,28.3167,109.7167,11.68,42,0,0.98,CN,1675043320
467,kokopo,-4.352,152.2633,30.22,61,99,4.61,PG,1675043321
468,monrovia,6.3005,-10.7969,25.11,90,23,2.55,LR,1675043056
469,bairiki,1.3292,172.9752,30.0,79,40,4.12,KI,1675043322
470,hamilton,39.1834,-84.5333,6.47,93,100,4.12,US,1675043322
471,hobyo,5.3505,48.5268,24.13,79,78,8.58,SO,1675043323
472,ust-kulom,61.6864,53.6902,-9.49,94,100,3.18,RU,1675043323
473,kieta,-6.2167,155.6333,28.87,75,79,3.03,PG,1675043324
474,assai,-23.3733,-50.8414,21.92,94,100,1.28,BR,1675043324
475,sabang,5.8933,95.3214,26.72,82,61,6.67,ID,1675043325
476,uglekamensk,43.2172,133.2303,-11.28,47,0,3.28,RU,1675043326
477,tonantins,-2.8731,-67.8022,22.73,100,100,1.29,BR,1675043326
478,kisangani,0.5167,25.2,20.08,90,93,1.35,CD,1675043327
479,camana,-16.6228,-72.7111,23.34,80,100,1.65,PE,1675043327
480,camacha,33.0833,-16.3333,11.68,67,40,3.09,PT,1675043327
481,airai,-8.9266,125.4092,22.72,68,98,0.69,TL,1675043328
482,morgan city,29.6994,-91.2068,22.0,94,100,4.63,US,1675043329
483,cape coast,5.1053,-1.2466,25.88,86,58,2.91,GH,1675043329
484,chivilcoy,-34.8957,-60.0167,19.2,59,0,3.64,AR,1675043330
485,constantine,36.365,6.6147,0.67,100,20,1.03,DZ,1675043330
486,ucluelet,48.9329,-125.5528,4.17,80,16,0.48,CA,1675043146
487,surt,31.2089,16.5887,13.09,47,0,5.63,LY,1675043331
488,wlingi,-8.0776,112.3311,24.43,88,100,1.02,ID,1675043332
489,aban,56.67,96.06,-11.37,87,100,5.29,RU,1675043333
490,aldan,58.6031,125.3894,-26.57,92,19,1.48,RU,1675043333
491,sawakin,19.1059,37.3321,23.8,83,30,2.3,SD,1675043334
492,liberal,37.0431,-100.921,-12.42,78,100,7.2,US,1675043334
493,muroto,33.2833,134.15,8.31,61,36,7.38,JP,1675043335
494,asau,46.4333,26.4,-6.49,94,28,2.4,RO,1675043336
495,villa carlos paz,-31.4241,-64.4978,21.88,95,76,0.89,AR,1675043337
496,burgersdorp,-30.9977,26.3286,10.11,75,0,1.55,ZA,1675043338
497,qianan,44.9932,124.0581,-10.35,55,2,2.92,CN,1675043338
498,suez,29.9737,32.5263,13.25,83,16,4.34,EG,1675043338
499,varhaug,58.6147,5.6457,5.75,80,100,14.43,NO,1675043339
500,rawson,-43.3002,-65.1023,33.08,18,0,14.68,AR,1675043063
501,oranjemund,-28.55,16.4333,14.83,90,0,0.59,NA,1675043340
502,ongandjera,-17.8833,15.0667,21.68,68,85,4.3,NA,1675043340
503,champerico,14.3,-91.9167,26.08,67,9,2.61,GT,1675043341
504,provideniya,64.3833,-173.3,-0.94,86,100,8.0,RU,1675043341
505,tongchuan,35.0806,109.0897,4.51,18,0,0.8,CN,1675043342
506,flinders,-34.5833,150.8552,25.03,90,100,3.35,AU,1675043343
507,stykkisholmur,65.0757,-22.7297,-5.83,90,18,2.84,IS,1675043343
508,farah,32.5,62.5,2.4,69,4,1.4,AF,1675043344
509,fereydun kenar,36.6864,52.5225,8.89,68,100,1.39,IR,1675043345
510,ancud,-41.8697,-73.8203,16.08,92,47,2.1,CL,1675043264
511,labuhan,-6.8844,112.2051,27.44,79,100,5.4,ID,1675043346
512,dzaoudzi,-12.7887,45.2699,25.94,89,0,1.54,YT,1675043346
513,gigmoto,13.7796,124.39,24.88,93,100,8.1,PH,1675043347
514,el campo,29.1966,-96.2697,21.58,100,100,3.09,US,1675043348
515,roma,43.2128,-75.4557,5.4,96,100,5.66,US,1675043158
516,lazo,43.3817,133.9014,-11.97,51,1,3.33,RU,1675043140
517,port-gentil,-0.7193,8.7815,27.05,79,24,3.94,GA,1675043349
518,bageshwar,29.85,79.7667,10.88,38,100,0.7,IN,1675043349
519,curup,-3.4667,102.5333,23.66,80,91,0.77,ID,1675043350
520,korla,41.7597,86.1469,-9.51,77,88,3.2,CN,1675043351
521,ust-ilimsk,58.0006,102.6619,-13.39,93,100,3.15,RU,1675043352
522,lakselv,70.0513,24.9718,-3.1,74,100,2.06,NO,1675043353
523,xai-xai,-25.0519,33.6442,24.7,72,99,6.53,MZ,1675043354
524,morant bay,17.8815,-76.4093,26.79,78,6,4.13,JM,1675043354
525,itarema,-2.9248,-39.9167,24.95,86,8,3.8,BR,1675043355
526,ligayan,4.6533,119.4706,27.27,78,83,2.77,PH,1675043355
527,leh,34.1667,77.5833,-7.88,96,100,0.76,IN,1675043356
528,baruun-urt,46.6806,113.2792,-15.02,89,100,1.28,MN,1675043064
529,benjamin constant,-4.3831,-70.0311,25.07,98,100,1.12,BR,1675043357
530,vysokogornyy,50.1167,139.15,-22.28,88,85,2.29,RU,1675043359
531,gizo,-8.103,156.8419,26.97,80,100,2.87,SB,1675043361
532,saint anthony,45.0205,-93.218,-16.86,71,0,4.63,US,1675043361
533,kavaratti,10.5669,72.642,26.38,74,30,5.67,IN,1675043362
534,deputatskiy,69.3,139.9,-38.23,98,49,0.58,RU,1675043363
535,canon city,38.441,-105.2424,-10.91,88,100,3.09,US,1675043364
536,carutapera,-1.195,-46.02,24.28,91,100,2.1,BR,1675043364
537,belmonte,-15.8631,-38.8828,24.62,82,0,2.86,BR,1675043365
538,lasa,46.6166,10.7002,-4.24,47,8,2.31,IT,1675043366
539,shahr-e kord,32.3256,50.8644,2.87,75,20,4.12,IR,1675043367
540,shingu,33.7333,135.9833,8.4,57,25,7.33,JP,1675043368
541,arlit,18.7369,7.3853,14.53,6,28,3.59,NE,1675043369
542,port hawkesbury,45.6169,-61.3485,1.77,77,100,5.66,CA,1675043369
543,kruisfontein,-34.0033,24.7314,14.94,79,37,1.74,ZA,1675043370
544,doha,25.2867,51.5333,13.17,62,0,1.54,QA,1675043002
545,djambala,-2.5447,14.7533,19.64,92,99,1.14,CG,1675043371
546,ouargaye,11.5033,0.0572,23.0,12,28,3.79,BF,1675043371
547,lake city,30.1897,-82.6393,19.33,88,100,0.0,US,1675043329
548,alekseyevsk,57.8406,108.3492,-9.49,87,100,3.68,RU,1675043372
549,matveyevka,52.15,56.1833,-17.77,99,100,1.49,RU,1675043373
550,haines junction,60.7522,-137.5108,-8.63,95,100,0.48,CA,1675043373
551,mapiripan,2.8892,-72.1256,24.76,48,13,2.52,CO,1675043374
552,bhanpura,24.513,75.7469,13.74,67,86,2.76,IN,1675043374
553,praia,14.9215,-23.5087,20.3,68,40,7.72,CV,1675043375
554,bilibino,68.0546,166.4372,-10.25,86,100,2.87,RU,1675043121
555,santa luzia,-19.7697,-43.8514,21.19,86,75,3.09,BR,1675043376
556,vestmanna,62.1564,-7.1664,1.51,69,100,15.43,FO,1675043376
557,ha tinh,18.3333,105.9,14.85,59,78,2.08,VN,1675043377
558,arawa,-6.2132,155.5367,29.09,76,92,2.33,PG,1675043378
559,lyubinskiy,55.1542,72.6925,-15.18,96,10,3.88,RU,1675043378
560,cortez,37.3489,-108.5859,-0.58,59,0,2.06,US,1675043123
561,bonwapitse,-23.0766,26.7037,20.91,75,99,9.5,BW,1675043379
562,kolvereid,64.8655,11.6047,3.57,84,100,4.61,NO,1675043379
563,lanzhou,36.0564,103.7922,0.09,32,0,1.27,CN,1675043055
564,terekli-mekteb,44.1671,45.8698,1.24,88,100,3.29,RU,1675043380
565,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-18.59,86,14,2.99,RU,1675043381
566,kutum,14.2,24.6667,19.77,16,100,1.86,SD,1675043382
567,ust-nera,64.5667,143.2,-29.0,99,100,1.51,RU,1675043382
568,irituia,-1.7711,-47.4381,22.49,99,100,0.97,BR,1675043383
569,kaeo,-35.1,173.7833,21.29,95,100,5.86,NZ,1675043383
570,bahia blanca,-38.7196,-62.2724,29.05,37,0,0.45,AR,1675043384
